design,placement_legal,total_insts,wns,tns,time_unit,slew_over_sum,slew_over_count,cap_over_sum,cap_over_count,cap_unit,fanout_over_sum,fanout_over_count,leakage_power,total_power,power_unit,max_gr_overflow,total_gr_overflow,legal_fail_summary,tool_runtime,flow_runtime
aes_cipher_top,1,19442,-0.1264,-15.68,ns,0.0,0,0.0,0,pF,0.0,0,29100000.0,341000000000.0,pw,,,,235.0,256.0
aes_cipher_top,1,19442,-0.1264,-15.68,ns,0.0,0,0.0,0,pF,0.0,0,29100000.0,341000000000.0,pw,,,,203.0,220.0
