design,placement_legal,total_insts,wns,tns,time_unit,slew_over_sum,slew_over_count,cap_over_sum,cap_over_count,cap_unit,fanout_over_sum,fanout_over_count,leakage_power,total_power,power_unit,max_gr_overflow,total_gr_overflow,legal_fail_summary,tool_runtime,flow_runtime
NV_NVDLA_partition_c,1,312654,-0.1987,-8.93,ns,15.189999999999849,476,0.0,0,pF,0.0,0,17300000000.0,601000000000.0,pw,,,,124.0,500.0
