design,placement_legal,total_insts,wns,tns,time_unit,slew_over_sum,slew_over_count,cap_over_sum,cap_over_count,cap_unit,fanout_over_sum,fanout_over_count,leakage_power,total_power,power_unit,max_gr_overflow,total_gr_overflow,legal_fail_summary,tool_runtime,flow_runtime
NV_NVDLA_partition_a,1,74874,-0.4308,-202.37,ns,455.29000000000127,1828,0.09999999999999999,1,pF,0.0,0,248999999.99999997,122000000000.0,pw,,,,773.0,832.0
