design,placement_legal,total_insts,wns,tns,time_unit,slew_over_sum,slew_over_count,cap_over_sum,cap_over_count,cap_unit,fanout_over_sum,fanout_over_count,leakage_power,total_power,power_unit,max_gr_overflow,total_gr_overflow,legal_fail_summary,tool_runtime,flow_runtime
NV_NVDLA_partition_p,1,106169,-0.3987,-160.62,ns,0.0,0,0.0,0,pF,0.0,0,257000000.0,38000000000.0,pw,,,,1273.0,1360.0
