design,placement_legal,total_insts,wns,tns,time_unit,slew_over_sum,slew_over_count,cap_over_sum,cap_over_count,cap_unit,fanout_over_sum,fanout_over_count,leakage_power,total_power,power_unit,max_gr_overflow,total_gr_overflow,legal_fail_summary,tool_runtime,flow_runtime
NV_NVDLA_partition_a,1,75274,-0.1649,-90.640386651,ns,945.9799999999925,1844,0.09999999999999999,1,pF,0.0,0,285284000,144513858000,pw,,,,828.0,883.0
