design,placement_legal,total_insts,wns,tns,time_unit,slew_over_sum,slew_over_count,cap_over_sum,cap_over_count,cap_unit,fanout_over_sum,fanout_over_count,leakage_power,total_power,power_unit,max_gr_overflow,total_gr_overflow,legal_fail_summary,tool_runtime,flow_runtime
ariane,1,210159,-0.3615,-688.53696249,ns,6.339999999999973,146,0.0,0,pF,0.0,0,17935077000,605993690000,pw,,,,378.0,635.0
